"cd102","103rd Congressional District","county","cntyname","fplace80","plac80nm","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","1990 POP","cd103 to county allocation factor","county to cd103 allocation factor"
"08","08","48339","Montgomery TX"," "," ",95.219352,30.085092,2326,0.000353,0.012766 
"13","19","48341","Moore TX"," "," ",101.950881,35.896313,17865,0.130645,1 
"01","01","48343","Morris TX"," "," ",94.72454,33.069642,13200,0.00066,1 
"13","13","48345","Motley TX"," "," ",100.843792,34.024518,1532,0.000789,1 
"02","01","48347","Nacogdoches TX"," "," ",94.635486,31.636508,43306,0.028914,0.790934 
"02","02","48347","Nacogdoches TX"," "," ",94.663399,31.58906,11447,0.000592,0.209066 
"06","24","48349","Navarro TX"," "," ",96.490157,32.081594,39926,0.411019,1 
"02","02","48351","Newton TX"," "," ",93.750731,30.690017,13569,0.000702,1 
"17","17","48353","Nolan TX"," "," ",100.413492,32.449479,16594,0.008262,1 
"15","27","48355","Nueces TX"," "," ",97.615893,27.853093,5292,1,0.018176 
"27","27","48355","Nueces TX"," "," ",97.433715,27.739565,285853,0.50961,0.981823 
"13","19","48357","Ochiltree TX"," "," ",100.815558,36.374825,9128,0.066752,1 
"13","19","48359","Oldham TX"," "," ",102.386763,35.342257,2278,0.016659,1 
"02","02","48361","Orange TX"," "," ",93.863456,30.119396,80509,0.004166,1 
"17","17","48363","Palo Pinto TX"," "," ",98.160541,32.783205,25055,0.012475,1 
"01","01","48365","Panola TX"," "," ",94.330916,32.168526,22035,0.001102,1 
"17","06","48367","Parker TX"," "," ",97.642245,32.767702,16436,0.244144,0.2537 
"17","12","48367","Parker TX"," "," ",97.773372,32.810662,48349,0.205767,0.746299 
"19","19","48369","Parmer TX"," "," ",102.806229,34.536616,9863,0.007337,1 
"21","23","48371","Pecos TX"," "," ",102.743032,30.908752,14675,0.03358,1 
"02","02","48373","Polk TX"," "," ",94.9157,30.756049,30687,0.001588,1 
"13","13","48375","Potter TX"," "," ",101.837492,35.218475,97874,0.050399,1 
"21","23","48377","Presidio TX"," "," ",104.226631,29.907019,6637,0.015187,1 
"04","04","48379","Rains TX"," "," ",95.803618,32.885742,6715,0.000521,1 
"13","19","48381","Randall TX"," "," ",101.885778,35.125588,89673,0.655768,1 
"21","23","48383","Reagan TX"," "," ",101.478776,31.240592,4514,0.010329,1 
"21","21","48385","Real TX"," "," ",99.860299,29.719624,2412,0.002988,1 
"01","01","48387","Red River TX"," "," ",95.069837,33.599473,14317,0.000716,1 
"16","23","48389","Reeves TX"," "," ",103.527463,31.372412,15852,0.129519,1 
"14","14","48391","Refugio TX"," "," ",97.239479,28.289438,7976,0.004334,1 
"13","13","48393","Roberts TX"," "," ",100.702715,35.719301,1025,0.000528,1 
"06","05","48395","Robertson TX"," "," ",96.567037,30.960016,15511,0.013431,1 
"04","04","48397","Rockwall TX"," "," ",96.447003,32.914376,25604,0.001985,1 
"17","17","48399","Runnels TX"," "," ",99.991831,31.810965,11294,0.005623,1 
"01","01","48401","Rusk TX"," "," ",94.79492,32.187903,43735,0.002187,1 
"02","02","48403","Sabine TX"," "," ",93.864305,31.341372,9586,0.000496,1 
"01","02","48405","San Augustine TX"," "," ",94.149027,31.457766,7999,0.008081,1 
"02","02","48407","San Jacinto TX"," "," ",95.125899,30.556477,16372,0.000847,1 
"15","15","48409","San Patricio TX"," "," ",97.425488,27.957402,58749,0.032439,1 
"11","11","48411","San Saba TX"," "," ",98.761649,31.187781,5401,0.002736,1 
"21","21","48413","Schleicher TX"," "," ",100.58894,30.86667,2990,0.003704,1 
"17","17","48415","Scurry TX"," "," ",100.91153,32.704637,18634,0.009278,1 
"17","17","48417","Shackelford TX"," "," ",99.298309,32.696341,3316,0.001651,1 
"01","02","48419","Shelby TX"," "," ",94.176197,31.822212,22034,0.02226,1 
"13","19","48421","Sherman TX"," "," ",101.988568,36.33349,2858,0.0209,1 
"04","04","48423","Smith TX"," "," ",95.284328,32.319949,111416,0.00864,0.736347 
"04","05","48423","Smith TX"," "," ",95.322304,32.354413,39893,0.054248,0.263652 
"17","17","48425","Somervell TX"," "," ",97.751231,32.23829,5360,0.002669,1 
"15","28","48427","Starr TX"," "," ",98.851353,26.397817,40518,0.241232,1 
"17","17","48429","Stephens TX"," "," ",98.904363,32.75047,9010,0.004486,1 
"17","21","48431","Sterling TX"," "," ",101.001729,31.835063,1438,0.004206,1 
"17","17","48433","Stonewall TX"," "," ",100.229561,33.147451,2013,0.001002,1 
"21","23","48435","Sutton TX"," "," ",100.630667,30.555752,4135,0.009462,1 
"13","13","48437","Swisher TX"," "," ",101.764124,34.525349,8133,0.004188,1 
"06","06","48439","Tarrant TX"," "," ",97.420581,32.673099,45585,0.004427,0.038958 
"06","12","48439","Tarrant TX"," "," ",97.382285,32.691299,19453,0.069242,0.016625 
"12","06","48439","Tarrant TX"," "," ",97.253122,32.838892,163200,0.717016,0.139475 
"12","12","48439","Tarrant TX"," "," ",97.343961,32.773103,353074,0.240352,0.301746 
"12","24","48439","Tarrant TX"," "," ",97.268241,32.696256,92597,1,0.079136 
"26","06","48439","Tarrant TX"," "," ",97.146379,32.761166,269155,1,0.230027 
"26","12","48439","Tarrant TX"," "," ",97.2716,32.688462,78321,1,0.066935 
"26","24","48439","Tarrant TX"," "," ",97.096995,32.709812,142593,0.213548,0.121864 
"26","26","48439","Tarrant TX"," "," ",97.0887,32.950554,4176,0.006214,0.003569 
"26","30","48439","Tarrant TX"," "," ",97.040073,32.732579,1949,0.162322,0.001666 
"17","17","48441","Taylor TX"," "," ",99.770512,32.429671,119655,0.059577,1 
"21","23","48443","Terrell TX"," "," ",102.33207,30.165108,1410,0.003226,1 
"19","19","48445","Terry TX"," "," ",102.274322,33.184981,13218,0.009833,1 
"17","17","48447","Throckmorton TX"," "," ",99.143194,33.148114,1880,0.000936,1 
"01","01","48449","Titus TX"," "," ",94.971958,33.181702,24009,0.001201,1 
"21","17","48451","Tom Green TX"," "," ",100.438132,31.473406,52746,1,0.53572 
"21","21","48451","Tom Green TX"," "," ",100.475651,31.435873,45712,0.056624,0.464279 
"10","10","48453","Travis TX"," "," ",97.744079,30.296886,566217,0.157757,0.982321 
"10","14","48453","Travis TX"," "," ",98.001232,30.391875,10190,0.069589,0.017678 
"02","02","48455","Trinity TX"," "," ",95.239273,31.011154,11445,0.000592,1 
"02","02","48457","Tyler TX"," "," ",94.364442,30.742974,16646,0.000861,1 
"01","01","48459","Upshur TX"," "," ",94.932292,32.696561,31370,0.001569,1 
"21","23","48461","Upton TX"," "," ",102.118237,31.19076,4447,0.010176,1 
"23","23","48463","Uvalde TX"," "," ",99.752319,29.241819,23340,0.076907,1 
"23","23","48465","Val Verde TX"," "," ",100.896374,29.378483,38721,0.127588,1 
"04","04","48467","Van Zandt TX"," "," ",95.834342,32.586728,37944,0.002942,1 
"14","14","48469","Victoria TX"," "," ",96.990193,28.817694,74361,0.040408,1 
"02","02","48471","Walker TX"," "," ",95.53123,30.729263,50917,0.002635,1 
"07","14","48473","Waller TX"," "," ",95.923368,30.063521,93,1,0.003976 
"14","08","48473","Waller TX"," "," ",95.914904,30.171526,4111,0.066299,0.175759 
"14","14","48473","Waller TX"," "," ",95.993171,29.983399,19186,0.010426,0.820265 
"16","23","48475","Ward TX"," "," ",102.931101,31.560412,13115,0.107157,1 
"14","08","48477","Washington TX"," "," ",96.397574,30.181279,26154,0.421791,1 
"23","23","48479","Webb TX"," "," ",99.480624,27.518416,133239,0.43903,1 
"14","14","48481","Wharton TX"," "," ",96.175568,29.275951,39955,0.021712,1 
"13","13","48483","Wheeler TX"," "," ",100.264368,35.345936,5879,0.003027,1 
"13","13","48485","Wichita TX"," "," ",98.549848,33.92384,122378,0.063017,1 
"13","13","48487","Wilbarger TX"," "," ",99.293279,34.147222,15121,0.007786,1 
"27","15","48489","Willacy TX"," "," ",97.794901,26.466973,14138,0.422194,0.798531 
"27","27","48489","Willacy TX"," "," ",97.704138,26.400381,3567,0.006359,0.201468 
"11","14","48491","Williamson TX"," "," ",97.489818,30.761163,4393,0.015617,0.03148 
"11","21","48491","Williamson TX"," "," ",97.815887,30.57885,29584,0.873793,0.211994 
"14","14","48491","Williamson TX"," "," ",97.476559,30.586543,22423,0.012185,0.16068 
"14","21","48491","Williamson TX"," "," ",97.715759,30.523024,83151,0.681738,0.595847 
"15","28","48493","Wilson TX"," "," ",98.124074,29.199136,22650,0.134851,1 
"16","23","48495","Winkler TX"," "," ",103.100707,31.840066,8626,0.070479,1 
"17","17","48497","Wise TX"," "," ",97.65513,33.173543,34679,0.017267,1 
"04","01","48499","Wood TX"," "," ",95.393729,32.768722,29380,0.051785,1 
"19","19","48501","Yoakum TX"," "," ",102.830803,33.023004,8786,0.006536,1 
"17","17","48503","Young TX"," "," ",98.630645,33.170813,18126,0.009025,1 
"15","28","48505","Zapata TX"," "," ",99.267195,26.905886,9279,0.055244,1 
"23","23","48507","Zavala TX"," "," ",99.802729,28.749732,12162,0.040074,1 
"01","01","49001","Beaver UT"," "," ",112.79117,38.302371,4765,0.000238,1 
"01","01","49003","Box Elder UT"," "," ",112.102555,41.59511,36485,0.001825,1 
"01","01","49005","Cache UT"," "," ",111.838058,41.74999,70183,0.00351,1 
"03","03","49007","Carbon UT"," "," ",110.775621,39.602566,20228,0.001428,1 
"03","03","49009","Daggett UT"," "," ",109.630389,40.959353,690,0.000049,1 
"01","01","49011","Davis UT"," "," ",111.941442,41.00874,187941,0.0094,1 
"03","03","49013","Duchesne UT"," "," ",110.163305,40.29252,12645,0.000893,1 
"03","03","49015","Emery UT"," "," ",110.946721,39.2175,10332,0.000729,1 
"01","03","49017","Garfield UT"," "," ",112.086105,37.761567,3980,0.00392,1 
"03","03","49019","Grand UT"," "," ",109.542454,38.585732,6620,0.000467,1 
"01","01","49021","Iron UT"," "," ",113.065934,37.710605,20789,0.00104,1 
"01","01","49023","Juab UT"," "," ",111.930247,39.74257,5817,0.000291,1 
"01","03","49025","Kane UT"," "," ",112.397693,37.119378,5169,0.005091,1 
"01","01","49027","Millard UT"," "," ",112.509287,39.223493,11333,0.000567,1 
"01","03","49029","Morgan UT"," "," ",111.712249,41.067855,5528,0.005445,1 
"01","03","49031","Piute UT"," "," ",112.221494,38.296881,1277,0.001258,1 
"01","01","49033","Rich UT"," "," ",111.239209,41.701357,1725,0.000086,1 
"02","01","49035","Salt Lake UT"," "," ",111.943308,40.779819,1757,0.001173,0.00242 
"02","02","49035","Salt Lake UT"," "," ",111.852938,40.6636,418907,0.021675,0.577042 
"02","03","49035","Salt Lake UT"," "," ",111.985145,40.72282,107843,0.125205,0.148553 
"03","02","49035","Salt Lake UT"," "," ",111.964902,40.618618,155334,0.076685,0.213972 
"03","03","49035","Salt Lake UT"," "," ",111.980128,40.668903,42115,0.002973,0.058013 
"03","03","49037","San Juan UT"," "," ",109.54212,37.468204,12621,0.000891,1 
"03","03","49039","Sanpete UT"," "," ",111.599169,39.386545,16259,0.001148,1 
"03","03","49041","Sevier UT"," "," ",112.0357,38.78056,15431,0.001089,1 
"03","03","49043","Summit UT"," "," ",111.448262,40.736064,15518,0.001096,1 
"01","01","49045","Tooele UT"," "," ",112.469615,40.535028,26601,0.001331,1 
"03","03","49047","Uintah UT"," "," ",109.604466,40.42301,22211,0.001568,1 
"03","03","49049","Utah UT"," "," ",111.694898,40.258698,263590,0.018609,1 
"03","03","49051","Wasatch UT"," "," ",111.419034,40.495031,10089,0.000712,1 
"01","01","49053","Washington UT"," "," ",113.521667,37.136026,48560,0.002429,1 
"01","03","49055","Wayne UT"," "," ",111.453384,38.358941,2177,0.002144,1 
"01","01","49057","Weber UT"," "," ",111.982777,41.221292,158330,0.007919,1 
"00","00","50001","Addison VT"," "," ",73.166528,44.059751,32953,0.009237,1 
"00","00","50003","Bennington VT"," "," ",73.159721,42.963256,35845,0.010048,1 
"00","00","50005","Caledonia VT"," "," ",72.076097,44.464188,27846,0.007806,1 
"00","00","50007","Chittenden VT"," "," ",73.152488,44.482353,131761,0.036935,1 
"00","00","50009","Essex VT"," "," ",71.741467,44.690601,6405,0.001795,1 
"00","00","50011","Franklin VT"," "," ",72.998257,44.844971,39980,0.011207,1 
"00","00","50013","Grand Isle VT"," "," ",73.301412,44.783859,5318,0.001491,1 
"00","00","50015","Lamoille VT"," "," ",72.652115,44.58663,19735,0.005532,1 
"00","00","50017","Orange VT"," "," ",72.397913,43.993431,26149,0.00733,1 
"00","00","50019","Orleans VT"," "," ",72.221718,44.868639,24053,0.006743,1 
"00","00","50021","Rutland VT"," "," ",73.042819,43.603103,62142,0.01742,1 
"00","00","50023","Washington VT"," "," ",72.577934,44.240968,54928,0.015397,1 
"00","00","50025","Windham VT"," "," ",72.610537,42.954531,41588,0.011658,1 
"00","00","50027","Windsor VT"," "," ",72.491648,43.540159,54055,0.015153,1 
"01","01","51001","Accomack VA"," "," ",75.643932,37.780041,31703,0.001586,1 
"07","05","51003","Albemarle VA"," "," ",78.513246,37.993458,32102,0.052616,0.471811 
"07","07","51003","Albemarle VA"," "," ",78.530427,38.100361,35938,0.004474,0.528189 
"06","06","51005","Alleghany VA"," "," ",79.959713,37.796364,13176,0.00128,1 
"04","04","51007","Amelia VA"," "," ",77.9752,37.340728,8787,0.000681,1 
"06","06","51009","Amherst VA"," "," ",79.105399,37.512442,28578,0.002775,1 
"05","05","51011","Appomattox VA"," "," ",78.830649,37.360145,12298,0.001101,1 
"10","08","51013","Arlington VA"," "," ",77.101937,38.873936,170936,0.61404,1 
"06","06","51015","Augusta VA"," "," ",79.044397,38.131354,54677,0.00531,1 
"06","06","51017","Bath VA"," "," ",79.768316,38.015751,4799,0.000466,1 
"05","05","51019","Bedford VA (R)"," "," ",79.449854,37.343171,33442,0.002995,0.732477 
"05","06","51019","Bedford VA (R)"," "," ",79.74359,37.242174,12214,0.020507,0.267522 
"09","09","51021","Bland VA"," "," ",81.098497,37.153177,6514,0.000956,1 
"06","06","51023","Botetourt VA"," "," ",79.840301,37.458968,24992,0.002427,1 
"04","04","51025","Brunswick VA"," "," ",77.859582,36.760035,15987,0.00124,1 
"09","09","51027","Buchanan VA"," "," ",82.060558,37.266079,31333,0.004598,1 
"05","05","51029","Buckingham VA"," "," ",78.479199,37.580664,12873,0.001153,1 
"05","05","51031","Campbell VA"," "," ",79.166845,37.250992,47572,0.00426,1 
"01","01","51033","Caroline VA"," "," ",77.407178,38.009523,19217,0.000961,1 
"05","09","51035","Carroll VA"," "," ",80.762335,36.715159,26594,0.287254,1 
"01","03","51036","Charles City VA"," "," ",77.099132,37.378419,6282,0.006188,1 
"05","05","51037","Charlotte VA"," "," ",78.636706,37.007101,11688,0.001047,1 
"03","04","51041","Chesterfield VA"," "," ",77.451282,37.300315,18147,0.024036,0.086714 
"03","07","51041","Chesterfield VA"," "," ",77.550605,37.445396,182977,0.201905,0.874341 
"04","04","51041","Chesterfield VA"," "," ",77.508578,37.254504,8150,0.000632,0.038944 
"07","10","51043","Clarke VA"," "," ",77.990579,39.126495,12101,0.019262,1 
"09","09","51045","Craig VA"," "," ",80.178805,37.47607,4372,0.000642,1 
"07","07","51047","Culpeper VA"," "," ",77.999081,38.497688,27791,0.00346,1 
"05","05","51049","Cumberland VA"," "," ",78.265507,37.481988,7825,0.000701,1 
"09","09","51051","Dickenson VA"," "," ",82.377659,37.142879,17620,0.002586,1 
"04","04","51053","Dinwiddie VA"," "," ",77.569939,37.125765,20960,0.001625,1 
"01","03","51057","Essex VA"," "," ",76.905866,37.91565,8689,0.008558,1 
"08","08","51059","Fairfax VA"," "," ",77.153698,38.754302,230863,0.034987,0.282027 
"08","10","51059","Fairfax VA"," "," ",77.430773,38.847606,66324,0.080722,0.081023 
"08","11","51059","Fairfax VA"," "," ",77.272011,38.802963,131460,0.328621,0.160594 
"10","08","51059","Fairfax VA"," "," ",77.175886,38.925027,39924,0.143416,0.048772 
"10","10","51059","Fairfax VA"," "," ",77.335414,38.929565,72610,0.02023,0.088702 
"10","11","51059","Fairfax VA"," "," ",77.254944,38.892765,277403,0.486177,0.338881 
"07","10","51061","Fauquier VA"," "," ",77.775487,38.706585,48741,0.077584,1 
"09","09","51063","Floyd VA"," "," ",80.344055,36.942697,12005,0.001762,1 
"05","05","51065","Fluvanna VA"," "," ",78.294758,37.864193,12429,0.001113,1 
"05","05","51067","Franklin VA"," "," ",79.876946,37.009585,39549,0.003542,1 
"07","10","51069","Frederick VA"," "," ",78.198363,39.172226,45723,0.07278,1 
"09","09","51071","Giles VA"," "," ",80.717711,37.319884,16366,0.002402,1 
"01","01","51073","Gloucester VA"," "," ",76.525108,37.36344,30131,0.001507,1 
"07","04","51075","Goochland VA"," "," ",77.852409,37.700001,14163,0.032772,1 
"09","09","51077","Grayson VA"," "," ",81.127248,36.650959,16278,0.002389,1 
"07","07","51079","Greene VA"," "," ",78.430894,38.262795,10297,0.001282,1 
"04","04","51081","Greensville VA"," "," ",77.562574,36.69069,8853,0.000687,1 
"05","05","51083","Halifax VA"," "," ",78.932586,36.761752,29033,0.0026,1 
"07","01","51085","Hanover VA"," "," ",77.387371,37.694685,34785,0.126367,0.549474 
"07","07","51085","Hanover VA"," "," ",77.466703,37.683612,28521,0.003551,0.450526 
"03","03","51087","Henrico VA"," "," ",77.395678,37.560823,54274,0.003832,0.249099 
"03","07","51087","Henrico VA"," "," ",77.515888,37.603871,163607,0.180531,0.7509 
"05","05","51089","Henry VA"," "," ",79.906771,36.690454,56942,0.005099,1 
"06","06","51091","Highland VA"," "," ",79.567213,38.393428,2635,0.000256,1 
"04","04","51093","Isle of Wight VA"," "," ",76.678186,36.912592,25053,0.001943,1 
"01","01","51095","James City VA"," "," ",76.771995,37.30631,27910,0.001396,0.800654 
"01","03","51095","James City VA"," "," ",76.646813,37.22717,6949,0.006845,0.199346 
"01","03","51097","King and Queen VA"," "," ",76.889862,37.691958,6289,0.006194,1 
"01","01","51099","King George VA"," "," ",77.148706,38.291302,13527,0.000677,1 
"01","03","51101","King William VA"," "," ",77.035697,37.682896,10913,0.010749,1 
"01","01","51103","Lancaster VA"," "," ",76.439522,37.703932,10896,0.000545,1 
"09","09","51105","Lee VA"," "," ",83.109319,36.720533,24496,0.003595,1 
"10","10","51107","Loudoun VA"," "," ",77.514252,39.068639,86129,0.023997,1 
"07","04","51109","Louisa VA"," "," ",77.960194,37.975274,20325,0.047031,1 
"05","05","51111","Lunenburg VA"," "," ",78.216769,36.964316,11419,0.001023,1 
"07","07","51113","Madison VA"," "," ",78.239197,38.381622,11949,0.001488,1 
"01","01","51115","Mathews VA"," "," ",76.336905,37.439267,8348,0.000418,1 
"05","05","51117","Mecklenburg VA"," "," ",78.340239,36.696777,29241,0.002619,1 
"01","01","51119","Middlesex VA"," "," ",76.511898,37.605616,8653,0.000433,1 
"09","09","51121","Montgomery VA"," "," ",80.410018,37.190254,73913,0.010847,1 
"05","05","51125","Nelson VA"," "," ",78.876841,37.803432,12778,0.001144,1 
"01","03","51127","New Kent VA"," "," ",77.043764,37.497357,10445,0.010288,1 
"01","01","51131","Northampton VA"," "," ",75.917922,37.387348,13061,0.000653,1 
"01","01","51133","Northumberland VA"," "," ",76.412194,37.88855,10524,0.000526,1 
"04","04","51135","Nottoway VA"," "," ",78.074339,37.143462,14993,0.001163,1 
"07","07","51137","Orange VA"," "," ",78.023893,38.247114,21421,0.002667,1 
"07","10","51139","Page VA"," "," ",78.503416,38.60077,21690,0.034525,1 
"05","05","51141","Patrick VA"," "," ",80.284351,36.654673,17473,0.001565,1 
"05","05","51143","Pittsylvania VA"," "," ",79.403055,36.78336,55655,0.004984,1 
"04","04","51145","Powhatan VA"," "," ",77.868727,37.555767,15328,0.001189,1 
"05","05","51147","Prince Edward VA"," "," ",78.422426,37.261979,17320,0.001551,1 
"04","03","51149","Prince George VA"," "," ",77.294,37.235765,1877,0.00091,0.068519 
"04","04","51149","Prince George VA"," "," ",77.294312,37.210437,25517,0.001979,0.931481 
"07","10","51153","Prince William VA"," "," ",77.532537,38.795745,45348,0.072183,0.21025 
"08","10","51153","Prince William VA"," "," ",77.409551,38.664831,36326,0.044212,0.168421 
"08","11","51153","Prince William VA"," "," ",77.311956,38.639773,134012,0.335001,0.621329 
"09","09","51155","Pulaski VA"," "," ",80.709444,37.081046,34496,0.005063,1 
"07","10","51157","Rappahannock VA"," "," ",78.133774,38.690281,6622,0.010541,1 
"01","03","51159","Richmond VA"," "," ",76.711999,37.935819,7273,0.007164,1 
"06","06","51161","Roanoke VA"," "," ",79.967052,37.272894,67349,0.006541,0.848951 
"06","09","51161","Roanoke VA"," "," ",80.115651,37.256322,11983,0.022945,0.151049 
"06","06","51163","Rockbridge VA"," "," ",79.429629,37.783865,18350,0.001782,1 
"06","06","51165","Rockingham VA"," "," ",78.84397,38.440193,50848,0.004938,0.88459 
"06","10","51165","Rockingham VA"," "," ",78.76115,38.610496,6634,0.040677,0.11541 
"09","09","51167","Russell VA"," "," ",82.091954,36.943026,28667,0.004207,1 
"09","09","51169","Scott VA"," "," ",82.595636,36.682563,23204,0.003405,1 
"07","10","51171","Shenandoah VA"," "," ",78.537967,38.861585,31636,0.050357,1 
"09","09","51173","Smyth VA"," "," ",81.577614,36.831709,32370,0.004751,1 
"04","04","51175","Southampton VA"," "," ",77.077844,36.707183,17550,0.001361,1 
"07","01","51177","Spotsylvania VA"," "," ",77.522336,38.251406,35772,0.129953,0.623173 
"07","07","51177","Spotsylvania VA"," "," ",77.657553,38.206632,21631,0.002693,0.376827 
"07","01","51179","Stafford VA"," "," ",77.460113,38.336382,24692,0.089701,0.403227 
"08","01","51179","Stafford VA"," "," ",77.430618,38.458629,36544,0.20134,0.596773 
"04","03","51181","Surry VA"," "," ",76.86905,37.117479,6145,0.00298,1 
"04","04","51183","Sussex VA"," "," ",77.203839,36.952891,10248,0.000795,1 
"09","09","51185","Tazewell VA"," "," ",81.577547,37.146167,45960,0.006745,1 
"07","10","51187","Warren VA"," "," ",78.19079,38.923626,26142,0.041612,1 
"09","09","51191","Washington VA"," "," ",81.972066,36.705935,45887,0.006734,1 
"01","01","51193","Westmoreland VA"," "," ",76.833603,38.149402,15480,0.000774,1 
"09","09","51195","Wise VA"," "," ",82.608517,36.950086,39573,0.005808,1 
"09","09","51197","Wythe VA"," "," ",81.067872,36.918958,25466,0.003737,1 
"01","01","51199","York VA"," "," ",76.493101,37.178149,42422,0.002122,1 
"08","08","51510","Alexandria city VA"," "," ",77.090974,38.820743,111174,0.016848,0.999919 
"10","08","51510","Alexandria city VA"," "," ",77.141637,38.826199,9,0.000032,0.000081 
"05","05","51515","Bedford city VA (D)"," "," ",79.521051,37.337197,6073,0.000544,1 
"09","09","51520","Bristol city VA"," "," ",82.171087,36.608996,18426,0.002704,1 
"06","06","51530","Buena Vista city VA"," "," ",79.352952,37.733773,6406,0.000622,1 
"07","05","51540","Charlottesville city VA"," "," ",78.490572,38.033721,40341,0.06612,1 
"04","04","51550","Chesapeake city VA"," "," ",76.284061,36.766062,151976,0.011785,1 
"06","06","51560","Clifton Forge city VA"," "," ",79.824482,37.819583,4679,0.000454,1 
"04","04","51570","Colonial Heights city VA"," "," ",77.402017,37.262625,16064,0.001246,1 
"06","06","51580","Covington city VA"," "," ",79.989978,37.782021,6991,0.000679,1 
"05","05","51590","Danville city VA"," "," ",79.408403,36.590174,53056,0.004751,1 
"04","04","51595","Emporia city VA"," "," ",77.541575,36.691569,5306,0.000411,1 
"10","11","51600","Fairfax city VA"," "," ",77.303531,38.85231,19622,0.03439,1 
"10","08","51610","Falls Church city VA"," "," ",77.175262,38.883833,9578,0.034406,1 
"04","04","51620","Franklin city VA"," "," ",76.933812,36.675726,7864,0.00061,1 
"07","01","51630","Fredericksburg city VA"," "," ",77.477152,38.299538,19027,0.069121,1 
"09","09","51640","Galax city VA"," "," ",80.920025,36.664706,6670,0.000979,1 
"01","01","51650","Hampton city VA"," "," ",76.355408,37.048015,68920,0.003447,0.515124 
"01","03","51650","Hampton city VA"," "," ",76.371782,37.032228,64873,0.063897,0.484876 
"06","06","51660","Harrisonburg city VA"," "," ",78.870892,38.443311,30707,0.002982,1 
"04","03","51670","Hopewell city VA"," "," ",77.290512,37.282248,3652,0.001771,0.158088 
"04","04","51670","Hopewell city VA"," "," ",77.307498,37.290182,19449,0.001508,0.841911 
"06","06","51678","Lexington city VA"," "," ",79.442915,37.783512,6959,0.000676,1 
"05","06","51680","Lynchburg city VA"," "," ",79.210553,37.374614,15118,0.025382,0.228891 
"06","06","51680","Lynchburg city VA"," "," ",79.175305,37.407187,50931,0.004946,0.771109 
"07","10","51683","Manassas city VA"," "," ",77.474631,38.754918,27336,0.043512,0.977787 
"08","10","51683","Manassas city VA"," "," ",77.493017,38.732317,621,0.000756,0.022213 
"07","10","51685","Manassas Park city VA"," "," ",77.46188,38.778387,6734,0.010719,1 
"05","05","51690","Martinsville city VA"," "," ",79.867117,36.684147,16162,0.001447,1 
"01","01","51700","Newport News city VA"," "," ",76.500059,37.099349,88530,0.004428,0.520627 
"01","03","51700","Newport News city VA"," "," ",76.488814,37.061963,81515,0.080289,0.479373 
"02","02","51710","Norfolk city VA"," "," ",76.263139,36.916187,179148,0.009269,0.685789 
"02","03","51710","Norfolk city VA"," "," ",76.258868,36.865342,82081,0.095295,0.314211 
"09","09","51720","Norton city VA"," "," ",82.624338,36.937793,4247,0.000623,1 
"04","03","51730","Petersburg city VA"," "," ",77.407028,37.217863,24756,0.012006,0.644922 
"04","04","51730","Petersburg city VA"," "," ",77.388573,37.201426,13630,0.001057,0.355077 
"01","01","51735","Poquoson city VA"," "," ",76.380702,37.131252,11005,0.00055,1 
"04","03","51740","Portsmouth city VA"," "," ",76.341533,36.823016,38871,0.018851,0.374094 
"04","04","51740","Portsmouth city VA"," "," ",76.356747,36.834351,65036,0.005043,0.625906 
"09","09","51750","Radford city VA"," "," ",80.560084,37.128692,15940,0.002339,1 
"03","03","51760","Richmond city VA"," "," ",77.451857,37.528284,144545,0.010205,0.711848 
"03","07","51760","Richmond city VA"," "," ",77.498569,37.556516,58511,0.064564,0.288152 
"06","06","51770","Roanoke city VA"," "," ",79.961242,37.278027,96397,0.009362,1 
"06","06","51775","Salem city VA"," "," ",80.055978,37.28527,23756,0.002307,1 
"05","05","51780","South Boston city VA"," "," ",78.904111,36.706696,6997,0.000627,1 
"06","06","51790","Staunton city VA"," "," ",79.077116,38.156584,24461,0.002376,1 
"04","03","51800","Suffolk city VA"," "," ",76.434639,36.870922,3002,0.001456,0.057575 
"04","04","51800","Suffolk city VA"," "," ",76.597924,36.741414,49139,0.003811,0.942425 
"02","02","51810","Virginia Beach city VA"," "," ",76.10046,36.829105,383128,0.019823,0.974709 
"02","04","51810","Virginia Beach city VA"," "," ",76.18259,36.775051,9941,0.091665,0.025291 
"06","06","51820","Waynesboro city VA"," "," ",78.89701,38.071049,18549,0.001801,1 
"01","01","51830","Williamsburg city VA"," "," ",76.712554,37.275484,11530,0.000577,1 
"07","10","51840","Winchester city VA"," "," ",78.167839,39.177419,21947,0.034934,1 
"05","04","53001","Adams WA"," "," ",119.308509,46.815364,336,0.000205,0.0247 
"05","05","53001","Adams WA"," "," ",118.941113,46.888197,13267,0.001188,0.975299 
"05","05","53003","Asotin WA"," "," ",117.06433,46.391175,17605,0.001577,1 
"04","04","53005","Benton WA"," "," ",119.26937,46.231978,112560,0.008729,1 
"04","04","53007","Chelan WA"," "," ",120.346296,47.528323,52250,0.004052,1 
"02","06","53009","Clallam WA"," "," ",123.515476,48.093517,56464,0.101635,1 
"03","03","53011","Clark WA"," "," ",122.578069,45.677557,235043,0.016594,0.987356 
"04","03","53011","Clark WA"," "," ",122.315241,45.629286,3010,0.00146,0.012644 
